grupo_edad,nacionalidad,anio,poblacion
De 25 a 29 anios,Espaniola,1 de julio de 2020,989.995
De 25 a 29 anios,Espaniola,1 de enero de 2020,997.895
De 25 a 29 anios,Espaniola,1 de julio de 2019,1.006.309
De 25 a 29 anios,Espaniola,1 de enero de 2019,1.015.243
De 25 a 29 anios,Espaniola,1 de julio de 2018,1.021.857
De 25 a 29 anios,Espaniola,1 de enero de 2018,1.028.978
De 25 a 29 anios,Espaniola,1 de julio de 2017,1.034.765
De 25 a 29 anios,Espaniola,1 de enero de 2017,1.040.961
De 25 a 29 anios,Espaniola,1 de julio de 2016,1.050.544
De 25 a 29 anios,Espaniola,1 de enero de 2016,1.058.796
De 25 a 29 anios,Espaniola,1 de julio de 2015,1.072.271
De 25 a 29 anios,Espaniola,1 de enero de 2015,1.085.500
De 25 a 29 anios,Espaniola,1 de julio de 2014,1.100.991
De 25 a 29 anios,Espaniola,1 de enero de 2014,1.113.444
De 25 a 29 anios,Espaniola,1 de julio de 2013,1.128.318
De 25 a 29 anios,Espaniola,1 de enero de 2013,1.143.245
De 25 a 29 anios,Espaniola,1 de julio de 2012,1.168.139
De 25 a 29 anios,Espaniola,1 de enero de 2012,1.190.895
De 25 a 29 anios,Espaniola,1 de julio de 2011,1.216.487
De 25 a 29 anios,Espaniola,1 de enero de 2011,1.241.774
De 25 a 29 anios,Espaniola,1 de julio de 2010,1.269.489
De 25 a 29 anios,Espaniola,1 de enero de 2010,1.296.419
De 25 a 29 anios,Espaniola,1 de julio de 2009,1.324.617
De 25 a 29 anios,Espaniola,1 de enero de 2009,1.355.360
De 25 a 29 anios,Espaniola,1 de julio de 2008,1.388.878
De 25 a 29 anios,Espaniola,1 de enero de 2008,1.420.989
De 25 a 29 anios,Espaniola,1 de julio de 2007,1.449.664
De 25 a 29 anios,Espaniola,1 de enero de 2007,1.478.280
De 25 a 29 anios,Espaniola,1 de julio de 2006,1.505.734
De 25 a 29 anios,Espaniola,1 de enero de 2006,1.532.540
De 25 a 29 anios,Espaniola,1 de julio de 2005,1.552.043
De 25 a 29 anios,Espaniola,1 de enero de 2005,1.571.030
De 25 a 29 anios,Espaniola,1 de julio de 2004,1.584.911
De 25 a 29 anios,Espaniola,1 de enero de 2004,1.598.044
De 25 a 29 anios,Espaniola,1 de julio de 2003,1.600.767
De 25 a 29 anios,Espaniola,1 de enero de 2003,1.604.466
De 25 a 29 anios,Espaniola,1 de julio de 2002,1.605.334
De 25 a 29 anios,Espaniola,1 de enero de 2002,1.605.972
De 25 a 29 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2022,62.489
De 25 a 29 anios,Pais de la UE27_2020 sin Espania,1 de enero de 2022,63.523
De 25 a 29 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2021,63.366
De 25 a 29 anios,Pais de la UE27_2020 sin Espania,1 de enero de 2021,64.608
De 25 a 29 anios,Pais de la UE27_2020 sin Espania,1 de julio de 2020,65.665
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2020,72.579
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2019,72.941
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2019,72.835
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2018,73.370
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2018,75.491
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2017,77.234
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2017,80.845
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2016,84.558
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2016,89.185
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2015,93.207
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2015,97.746
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2014,102.217
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2014,107.314
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2013,111.175
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2013,115.956
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2012,119.174
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2012,121.706
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2011,121.474
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2011,121.875
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2010,122.796
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2010,124.383
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2009,125.252
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2009,126.220
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2008,125.063
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2008,122.032
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2007,113.357
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2007,102.496
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2006,92.994
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2006,85.477
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2005,78.053
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2005,69.083
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2004,58.939
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2004,52.551
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2003,45.304
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2003,38.970
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de julio de 2002,31.843
De 25 a 29 anios,Pais de la UE28 sin Espania,1 de enero de 2002,25.894
De 25 a 29 anios,Pais de Europa menos UE27_2020,1 de julio de 2022,19.081
De 25 a 29 anios,Pais de Europa menos UE27_2020,1 de enero de 2022,17.392
De 25 a 29 anios,Pais de Europa menos UE27_2020,1 de julio de 2021,17.764
De 25 a 29 anios,Pais de Europa menos UE27_2020,1 de enero de 2021,18.091
De 25 a 29 anios,Pais de Europa menos UE27_2020,1 de julio de 2020,17.915
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2020,12.605
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2019,12.423
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2019,12.300
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2018,12.012
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2018,11.949
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2017,11.572
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2017,11.550
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2016,11.344
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2016,11.338
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2015,11.070
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2015,10.959
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2014,10.796
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2014,11.042
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2013,11.544
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2013,12.352
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2012,12.672
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2012,13.040
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2011,13.171
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2011,13.488
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2010,13.731
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2010,14.065
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2009,14.344
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2009,14.657
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2008,14.615
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2008,14.455
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2007,14.009
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2007,13.579
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2006,13.119
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2006,12.800
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2005,12.317
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2005,11.546
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2004,10.333
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2004,9.778
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2003,8.725
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2003,7.712
De 25 a 29 anios,Pais de Europa menos UE28,1 de julio de 2002,6.391
De 25 a 29 anios,Pais de Europa menos UE28,1 de enero de 2002,5.173
De 25 a 29 anios,De Africa,1 de julio de 2022,38.260
De 25 a 29 anios,De Africa,1 de enero de 2022,39.086
De 25 a 29 anios,De Africa,1 de julio de 2021,39.085
De 25 a 29 anios,De Africa,1 de enero de 2021,39.641
De 25 a 29 anios,De Africa,1 de julio de 2020,39.828
De 25 a 29 anios,De Africa,1 de enero de 2020,39.914
De 25 a 29 anios,De Africa,1 de julio de 2019,38.911
De 25 a 29 anios,De Africa,1 de enero de 2019,38.429
De 25 a 29 anios,De Africa,1 de julio de 2018,37.768
De 25 a 29 anios,De Africa,1 de enero de 2018,37.826
De 25 a 29 anios,De Africa,1 de julio de 2017,38.080
De 25 a 29 anios,De Africa,1 de enero de 2017,38.735
De 25 a 29 anios,De Africa,1 de julio de 2016,39.679
De 25 a 29 anios,De Africa,1 de enero de 2016,41.056
De 25 a 29 anios,De Africa,1 de julio de 2015,41.926
De 25 a 29 anios,De Africa,1 de enero de 2015,42.892
De 25 a 29 anios,De Africa,1 de julio de 2014,44.359
De 25 a 29 anios,De Africa,1 de enero de 2014,46.115
De 25 a 29 anios,De Africa,1 de julio de 2013,48.217
De 25 a 29 anios,De Africa,1 de enero de 2013,50.212
De 25 a 29 anios,De Africa,1 de julio de 2012,51.393
De 25 a 29 anios,De Africa,1 de enero de 2012,52.372
De 25 a 29 anios,De Africa,1 de julio de 2011,53.034
De 25 a 29 anios,De Africa,1 de enero de 2011,53.576
De 25 a 29 anios,De Africa,1 de julio de 2010,54.389
De 25 a 29 anios,De Africa,1 de enero de 2010,54.718
De 25 a 29 anios,De Africa,1 de julio de 2009,54.013
De 25 a 29 anios,De Africa,1 de enero de 2009,52.334
De 25 a 29 anios,De Africa,1 de julio de 2008,49.918
De 25 a 29 anios,De Africa,1 de enero de 2008,47.016
De 25 a 29 anios,De Africa,1 de julio de 2007,44.048
De 25 a 29 anios,De Africa,1 de enero de 2007,41.667
De 25 a 29 anios,De Africa,1 de julio de 2006,39.235
De 25 a 29 anios,De Africa,1 de enero de 2006,37.232
De 25 a 29 anios,De Africa,1 de julio de 2005,34.840
De 25 a 29 anios,De Africa,1 de enero de 2005,32.067
De 25 a 29 anios,De Africa,1 de julio de 2004,29.391
De 25 a 29 anios,De Africa,1 de enero de 2004,27.229
De 25 a 29 anios,De Africa,1 de julio de 2003,24.699
De 25 a 29 anios,De Africa,1 de enero de 2003,22.376
De 25 a 29 anios,De Africa,1 de julio de 2002,20.051
De 25 a 29 anios,De Africa,1 de enero de 2002,17.840
De 25 a 29 anios,De America del Norte,1 de julio de 2022,7.037
De 25 a 29 anios,De America del Norte,1 de enero de 2022,7.205
De 25 a 29 anios,De America del Norte,1 de julio de 2021,6.614
De 25 a 29 anios,De America del Norte,1 de enero de 2021,7.042
De 25 a 29 anios,De America del Norte,1 de julio de 2020,6.725
De 25 a 29 anios,De America del Norte,1 de enero de 2020,6.938
De 25 a 29 anios,De America del Norte,1 de julio de 2019,6.249
De 25 a 29 anios,De America del Norte,1 de enero de 2019,6.330
De 25 a 29 anios,De America del Norte,1 de julio de 2018,5.573
De 25 a 29 anios,De America del Norte,1 de enero de 2018,5.626
De 25 a 29 anios,De America del Norte,1 de julio de 2017,4.888
De 25 a 29 anios,De America del Norte,1 de enero de 2017,5.251
De 25 a 29 anios,De America del Norte,1 de julio de 2016,4.814
De 25 a 29 anios,De America del Norte,1 de enero de 2016,4.768
De 25 a 29 anios,De America del Norte,1 de julio de 2015,4.328
De 25 a 29 anios,De America del Norte,1 de enero de 2015,4.357
De 25 a 29 anios,De America del Norte,1 de julio de 2014,4.087
De 25 a 29 anios,De America del Norte,1 de enero de 2014,4.252
De 25 a 29 anios,De America del Norte,1 de julio de 2013,4.440
De 25 a 29 anios,De America del Norte,1 de enero de 2013,4.982
De 25 a 29 anios,De America del Norte,1 de julio de 2012,4.808
De 25 a 29 anios,De America del Norte,1 de enero de 2012,4.840
De 25 a 29 anios,De America del Norte,1 de julio de 2011,4.555
De 25 a 29 anios,De America del Norte,1 de enero de 2011,4.569
De 25 a 29 anios,De America del Norte,1 de julio de 2010,4.474
De 25 a 29 anios,De America del Norte,1 de enero de 2010,4.522
De 25 a 29 anios,De America del Norte,1 de julio de 2009,4.467
De 25 a 29 anios,De America del Norte,1 de enero de 2009,4.498
De 25 a 29 anios,De America del Norte,1 de julio de 2008,4.228
De 25 a 29 anios,De America del Norte,1 de enero de 2008,4.128
De 25 a 29 anios,De America del Norte,1 de julio de 2007,3.876
De 25 a 29 anios,De America del Norte,1 de enero de 2007,3.853
De 25 a 29 anios,De America del Norte,1 de julio de 2006,3.753
De 25 a 29 anios,De America del Norte,1 de enero de 2006,3.933
De 25 a 29 anios,De America del Norte,1 de julio de 2005,3.891
De 25 a 29 anios,De America del Norte,1 de enero de 2005,3.789
De 25 a 29 anios,De America del Norte,1 de julio de 2004,3.510
De 25 a 29 anios,De America del Norte,1 de enero de 2004,3.404
De 25 a 29 anios,De America del Norte,1 de julio de 2003,3.071
De 25 a 29 anios,De America del Norte,1 de enero de 2003,2.737
De 25 a 29 anios,De America del Norte,1 de julio de 2002,2.240
De 25 a 29 anios,De America del Norte,1 de enero de 2002,1.940
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2022,38.062
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2022,37.492
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2021,37.452
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2021,38.241
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2020,37.563
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2020,35.949
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2019,32.511
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2019,29.143
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2018,25.489
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2018,22.816
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2017,20.125
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2017,18.404
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2016,17.079
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2016,16.814
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2015,16.314
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2015,16.238
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2014,16.423
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2014,17.286
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2013,18.349
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2013,19.726
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2012,19.935
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2012,19.882
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2011,19.149
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2011,18.710
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2010,18.366
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2010,18.040
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2009,17.710
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2009,17.208
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2008,16.137
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2008,14.907
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2007,13.449
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2007,11.691
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2006,10.557
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2006,10.046
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2005,9.611
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2005,9.113
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2004,8.670
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2004,8.447
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2003,8.059
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2003,7.691
De 25 a 29 anios,De Centro America y Caribe,1 de julio de 2002,7.372
De 25 a 29 anios,De Centro America y Caribe,1 de enero de 2002,6.879
De 25 a 29 anios,De SudAmerica,1 de julio de 2022,84.971
De 25 a 29 anios,De SudAmerica,1 de enero de 2022,76.286
De 25 a 29 anios,De SudAmerica,1 de julio de 2021,73.468
De 25 a 29 anios,De SudAmerica,1 de enero de 2021,75.517
De 25 a 29 anios,De SudAmerica,1 de julio de 2020,74.315
De 25 a 29 anios,De SudAmerica,1 de enero de 2020,70.765
De 25 a 29 anios,De SudAmerica,1 de julio de 2019,62.630
De 25 a 29 anios,De SudAmerica,1 de enero de 2019,57.081
De 25 a 29 anios,De SudAmerica,1 de julio de 2018,50.684
De 25 a 29 anios,De SudAmerica,1 de enero de 2018,46.691
De 25 a 29 anios,De SudAmerica,1 de julio de 2017,41.938
De 25 a 29 anios,De SudAmerica,1 de enero de 2017,40.404
De 25 a 29 anios,De SudAmerica,1 de julio de 2016,39.020
De 25 a 29 anios,De SudAmerica,1 de enero de 2016,40.657
De 25 a 29 anios,De SudAmerica,1 de julio de 2015,41.537
De 25 a 29 anios,De SudAmerica,1 de enero de 2015,44.254
De 25 a 29 anios,De SudAmerica,1 de julio de 2014,48.238
De 25 a 29 anios,De SudAmerica,1 de enero de 2014,56.177
De 25 a 29 anios,De SudAmerica,1 de julio de 2013,66.987
De 25 a 29 anios,De SudAmerica,1 de enero de 2013,79.093
De 25 a 29 anios,De SudAmerica,1 de julio de 2012,87.354
De 25 a 29 anios,De SudAmerica,1 de enero de 2012,96.981
De 25 a 29 anios,De SudAmerica,1 de julio de 2011,105.609
De 25 a 29 anios,De SudAmerica,1 de enero de 2011,114.716
De 25 a 29 anios,De SudAmerica,1 de julio de 2010,123.931
De 25 a 29 anios,De SudAmerica,1 de enero de 2010,133.913
De 25 a 29 anios,De SudAmerica,1 de julio de 2009,142.205
De 25 a 29 anios,De SudAmerica,1 de enero de 2009,146.655
De 25 a 29 anios,De SudAmerica,1 de julio de 2008,147.587
De 25 a 29 anios,De SudAmerica,1 de enero de 2008,147.489
De 25 a 29 anios,De SudAmerica,1 de julio de 2007,143.663
De 25 a 29 anios,De SudAmerica,1 de enero de 2007,136.799
De 25 a 29 anios,De SudAmerica,1 de julio de 2006,129.636
De 25 a 29 anios,De SudAmerica,1 de enero de 2006,124.517
De 25 a 29 anios,De SudAmerica,1 de julio de 2005,119.776
De 25 a 29 anios,De SudAmerica,1 de enero de 2005,113.581
De 25 a 29 anios,De SudAmerica,1 de julio de 2004,105.274
De 25 a 29 anios,De SudAmerica,1 de enero de 2004,100.150
De 25 a 29 anios,De SudAmerica,1 de julio de 2003,92.094
De 25 a 29 anios,De SudAmerica,1 de enero de 2003,81.381
De 25 a 29 anios,De SudAmerica,1 de julio de 2002,70.714
De 25 a 29 anios,De SudAmerica,1 de enero de 2002,56.936
De 25 a 29 anios,De Asia,1 de julio de 2022,19.548
De 25 a 29 anios,De Asia,1 de enero de 2022,20.275
De 25 a 29 anios,De Asia,1 de julio de 2021,20.137
De 25 a 29 anios,De Asia,1 de enero de 2021,20.641
De 25 a 29 anios,De Asia,1 de julio de 2020,20.495
De 25 a 29 anios,De Asia,1 de enero de 2020,20.586
De 25 a 29 anios,De Asia,1 de julio de 2019,19.847
De 25 a 29 anios,De Asia,1 de enero de 2019,19.627
De 25 a 29 anios,De Asia,1 de julio de 2018,18.833
De 25 a 29 anios,De Asia,1 de enero de 2018,18.370
De 25 a 29 anios,De Asia,1 de julio de 2017,17.654
De 25 a 29 anios,De Asia,1 de enero de 2017,17.486
De 25 a 29 anios,De Asia,1 de julio de 2016,17.174
De 25 a 29 anios,De Asia,1 de enero de 2016,17.001
De 25 a 29 anios,De Asia,1 de julio de 2015,16.535
De 25 a 29 anios,De Asia,1 de enero de 2015,16.344
De 25 a 29 anios,De Asia,1 de julio de 2014,16.334
De 25 a 29 anios,De Asia,1 de enero de 2014,16.586
De 25 a 29 anios,De Asia,1 de julio de 2013,17.198
De 25 a 29 anios,De Asia,1 de enero de 2013,17.729
De 25 a 29 anios,De Asia,1 de julio de 2012,17.993
De 25 a 29 anios,De Asia,1 de enero de 2012,18.162
De 25 a 29 anios,De Asia,1 de julio de 2011,18.074
De 25 a 29 anios,De Asia,1 de enero de 2011,17.784
De 25 a 29 anios,De Asia,1 de julio de 2010,17.166
De 25 a 29 anios,De Asia,1 de enero de 2010,16.607
De 25 a 29 anios,De Asia,1 de julio de 2009,16.060
De 25 a 29 anios,De Asia,1 de enero de 2009,15.292
De 25 a 29 anios,De Asia,1 de julio de 2008,14.264
De 25 a 29 anios,De Asia,1 de enero de 2008,13.016
De 25 a 29 anios,De Asia,1 de julio de 2007,11.944
De 25 a 29 anios,De Asia,1 de enero de 2007,11.200
De 25 a 29 anios,De Asia,1 de julio de 2006,10.690
De 25 a 29 anios,De Asia,1 de enero de 2006,10.180
De 25 a 29 anios,De Asia,1 de julio de 2005,9.733
De 25 a 29 anios,De Asia,1 de enero de 2005,9.207
De 25 a 29 anios,De Asia,1 de julio de 2004,8.315
De 25 a 29 anios,De Asia,1 de enero de 2004,7.644
De 25 a 29 anios,De Asia,1 de julio de 2003,7.033
De 25 a 29 anios,De Asia,1 de enero de 2003,6.336
De 25 a 29 anios,De Asia,1 de julio de 2002,5.490
De 25 a 29 anios,De Asia,1 de enero de 2002,4.667
De 25 a 29 anios,De Oceania,1 de julio de 2022,214
De 25 a 29 anios,De Oceania,1 de enero de 2022,217
De 25 a 29 anios,De Oceania,1 de julio de 2021,231
De 25 a 29 anios,De Oceania,1 de enero de 2021,237
De 25 a 29 anios,De Oceania,1 de julio de 2020,236
De 25 a 29 anios,De Oceania,1 de enero de 2020,249
De 25 a 29 anios,De Oceania,1 de julio de 2019,229
De 25 a 29 anios,De Oceania,1 de enero de 2019,222
De 25 a 29 anios,De Oceania,1 de julio de 2018,206
De 25 a 29 anios,De Oceania,1 de enero de 2018,208
De 25 a 29 anios,De Oceania,1 de julio de 2017,186
De 25 a 29 anios,De Oceania,1 de enero de 2017,181
De 25 a 29 anios,De Oceania,1 de julio de 2016,167
De 25 a 29 anios,De Oceania,1 de enero de 2016,151
De 25 a 29 anios,De Oceania,1 de julio de 2015,137
De 25 a 29 anios,De Oceania,1 de enero de 2015,133
De 25 a 29 anios,De Oceania,1 de julio de 2014,125
De 25 a 29 anios,De Oceania,1 de enero de 2014,118
De 25 a 29 anios,De Oceania,1 de julio de 2013,101
De 25 a 29 anios,De Oceania,1 de enero de 2013,103
De 25 a 29 anios,De Oceania,1 de julio de 2012,98
De 25 a 29 anios,De Oceania,1 de enero de 2012,90
De 25 a 29 anios,De Oceania,1 de julio de 2011,97
De 25 a 29 anios,De Oceania,1 de enero de 2011,100
De 25 a 29 anios,De Oceania,1 de julio de 2010,114
De 25 a 29 anios,De Oceania,1 de enero de 2010,130
De 25 a 29 anios,De Oceania,1 de julio de 2009,127
De 25 a 29 anios,De Oceania,1 de enero de 2009,128
De 25 a 29 anios,De Oceania,1 de julio de 2008,133
De 25 a 29 anios,De Oceania,1 de enero de 2008,130
De 25 a 29 anios,De Oceania,1 de julio de 2007,130
De 25 a 29 anios,De Oceania,1 de enero de 2007,129
De 25 a 29 anios,De Oceania,1 de julio de 2006,127
De 25 a 29 anios,De Oceania,1 de enero de 2006,120
De 25 a 29 anios,De Oceania,1 de julio de 2005,111
De 25 a 29 anios,De Oceania,1 de enero de 2005,101
De 25 a 29 anios,De Oceania,1 de julio de 2004,99
De 25 a 29 anios,De Oceania,1 de enero de 2004,89
De 25 a 29 anios,De Oceania,1 de julio de 2003,87
De 25 a 29 anios,De Oceania,1 de enero de 2003,83
De 25 a 29 anios,De Oceania,1 de julio de 2002,79
De 25 a 29 anios,De Oceania,1 de enero de 2002,68
De 25 a 29 anios,Apatridas,1 de julio de 2022,91
De 25 a 29 anios,Apatridas,1 de enero de 2022,92
De 25 a 29 anios,Apatridas,1 de julio de 2021,95
De 25 a 29 anios,Apatridas,1 de enero de 2021,89
De 25 a 29 anios,Apatridas,1 de julio de 2020,85
De 25 a 29 anios,Apatridas,1 de enero de 2020,86
De 25 a 29 anios,Apatridas,1 de julio de 2019,81
De 25 a 29 anios,Apatridas,1 de enero de 2019,73
De 25 a 29 anios,Apatridas,1 de julio de 2018,69
De 25 a 29 anios,Apatridas,1 de enero de 2018,62
De 25 a 29 anios,Apatridas,1 de julio de 2017,62
De 25 a 29 anios,Apatridas,1 de enero de 2017,61
De 25 a 29 anios,Apatridas,1 de julio de 2016,53
De 25 a 29 anios,Apatridas,1 de enero de 2016,47
De 25 a 29 anios,Apatridas,1 de julio de 2015,33
De 25 a 29 anios,Apatridas,1 de enero de 2015,31
De 25 a 29 anios,Apatridas,1 de julio de 2014,24
De 25 a 29 anios,Apatridas,1 de enero de 2014,21
De 25 a 29 anios,Apatridas,1 de julio de 2013,16
De 25 a 29 anios,Apatridas,1 de enero de 2013,15
De 25 a 29 anios,Apatridas,1 de julio de 2012,15
De 25 a 29 anios,Apatridas,1 de enero de 2012,13
De 25 a 29 anios,Apatridas,1 de julio de 2011,14
De 25 a 29 anios,Apatridas,1 de enero de 2011,14
De 25 a 29 anios,Apatridas,1 de julio de 2010,18
De 25 a 29 anios,Apatridas,1 de enero de 2010,21
De 25 a 29 anios,Apatridas,1 de julio de 2009,22
De 25 a 29 anios,Apatridas,1 de enero de 2009,23
De 25 a 29 anios,Apatridas,1 de julio de 2008,24
De 25 a 29 anios,Apatridas,1 de enero de 2008,25
De 25 a 29 anios,Apatridas,1 de julio de 2007,27
De 25 a 29 anios,Apatridas,1 de enero de 2007,28
De 25 a 29 anios,Apatridas,1 de julio de 2006,29
De 25 a 29 anios,Apatridas,1 de enero de 2006,30
De 25 a 29 anios,Apatridas,1 de julio de 2005,30
De 25 a 29 anios,Apatridas,1 de enero de 2005,27
De 25 a 29 anios,Apatridas,1 de julio de 2004,26
De 25 a 29 anios,Apatridas,1 de enero de 2004,28
De 25 a 29 anios,Apatridas,1 de julio de 2003,25
De 25 a 29 anios,Apatridas,1 de enero de 2003,22
De 25 a 29 anios,Apatridas,1 de julio de 2002,18
De 25 a 29 anios,Apatridas,1 de enero de 2002,11
De 30 a 34 anios,Espaniola,1 de julio de 2022,1.052.456
De 30 a 34 anios,Espaniola,1 de enero de 2022,1.054.160
De 30 a 34 anios,Espaniola,1 de julio de 2021,1.062.285
De 30 a 34 anios,Espaniola,1 de enero de 2021,1.071.245
De 30 a 34 anios,Espaniola,1 de julio de 2020,1.082.262
De 30 a 34 anios,Espaniola,1 de enero de 2020,1.094.597
